text,link
Шёлковая акула,https://ru.wikipedia.org/wiki/%D0%A8%D1%91%D0%BB%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F_%D0%B0%D0%BA%D1%83%D0%BB%D0%B0
Бесхвостые земноводные,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D1%85%D0%B2%D0%BE%D1%81%D1%82%D1%8B%D0%B5_%D0%B7%D0%B5%D0%BC%D0%BD%D0%BE%D0%B2%D0%BE%D0%B4%D0%BD%D1%8B%D0%B5
Обыкновенная игуана,https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D1%8B%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F_%D0%B8%D0%B3%D1%83%D0%B0%D0%BD%D0%B0
Малоазиатский тритон,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%BE%D0%B0%D0%B7%D0%B8%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B9_%D1%82%D1%80%D0%B8%D1%82%D0%BE%D0%BD
Прыткая ящерица,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D1%8B%D1%82%D0%BA%D0%B0%D1%8F_%D1%8F%D1%89%D0%B5%D1%80%D0%B8%D1%86%D0%B0
Расписная черепаха,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D0%B8%D1%81%D0%BD%D0%B0%D1%8F_%D1%87%D0%B5%D1%80%D0%B5%D0%BF%D0%B0%D1%85%D0%B0
Бескрылая гагарка,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D0%BA%D1%80%D1%8B%D0%BB%D0%B0%D1%8F_%D0%B3%D0%B0%D0%B3%D0%B0%D1%80%D0%BA%D0%B0
Индейский волчок,https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D0%B4%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%BB%D1%87%D0%BE%D0%BA
Краснолицая птица-мышь,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%BB%D0%B8%D1%86%D0%B0%D1%8F_%D0%BF%D1%82%D0%B8%D1%86%D0%B0-%D0%BC%D1%8B%D1%88%D1%8C
Морские птицы,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B5_%D0%BF%D1%82%D0%B8%D1%86%D1%8B
Обыкновенная гага,https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D1%8B%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F_%D0%B3%D0%B0%D0%B3%D0%B0
Птицы,https://ru.wikipedia.org/wiki/%D0%9F%D1%82%D0%B8%D1%86%D1%8B
Птицы-мыши,https://ru.wikipedia.org/wiki/%D0%9F%D1%82%D0%B8%D1%86%D1%8B-%D0%BC%D1%8B%D1%88%D0%B8
Рябчик,https://ru.wikipedia.org/wiki/%D0%A0%D1%8F%D0%B1%D1%87%D0%B8%D0%BA
Сапсан,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BF%D1%81%D0%B0%D0%BD
Североамериканский мохноногий сыч,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D0%BE%D0%B0%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D0%BE%D1%85%D0%BD%D0%BE%D0%BD%D0%BE%D0%B3%D0%B8%D0%B9_%D1%81%D1%8B%D1%87
Серая цапля,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B0%D1%8F_%D1%86%D0%B0%D0%BF%D0%BB%D1%8F
Серощёкая поганка,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%BE%D1%89%D1%91%D0%BA%D0%B0%D1%8F_%D0%BF%D0%BE%D0%B3%D0%B0%D0%BD%D0%BA%D0%B0
Совиные козодои,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B2%D0%B8%D0%BD%D1%8B%D0%B5_%D0%BA%D0%BE%D0%B7%D0%BE%D0%B4%D0%BE%D0%B8
Тоди,https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%B4%D0%B8
Турухтан,https://ru.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D1%83%D1%85%D1%82%D0%B0%D0%BD
Утиные,https://ru.wikipedia.org/wiki/%D0%A3%D1%82%D0%B8%D0%BD%D1%8B%D0%B5
Городская ласточка,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%B0%D1%81%D1%82%D0%BE%D1%87%D0%BA%D0%B0
Пальмовый чекан,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%D1%8B%D0%B9_%D1%87%D0%B5%D0%BA%D0%B0%D0%BD
Разноклювая гуйя,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B7%D0%BD%D0%BE%D0%BA%D0%BB%D1%8E%D0%B2%D0%B0%D1%8F_%D0%B3%D1%83%D0%B9%D1%8F
Расписной овсянковый кардинал,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D0%B8%D1%81%D0%BD%D0%BE%D0%B9_%D0%BE%D0%B2%D1%81%D1%8F%D0%BD%D0%BA%D0%BE%D0%B2%D1%8B%D0%B9_%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D0%BD%D0%B0%D0%BB
Маврикийский дронт,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B2%D1%80%D0%B8%D0%BA%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B4%D1%80%D0%BE%D0%BD%D1%82
Сизый голубь,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%B7%D1%8B%D0%B9_%D0%B3%D0%BE%D0%BB%D1%83%D0%B1%D1%8C
Странствующий голубь,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B0%D0%BD%D1%81%D1%82%D0%B2%D1%83%D1%8E%D1%89%D0%B8%D0%B9_%D0%B3%D0%BE%D0%BB%D1%83%D0%B1%D1%8C
Стрижеобразные,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B8%D0%B6%D0%B5%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D0%BD%D1%8B%D0%B5
Древесные стрижи,https://ru.wikipedia.org/wiki/%D0%94%D1%80%D0%B5%D0%B2%D0%B5%D1%81%D0%BD%D1%8B%D0%B5_%D1%81%D1%82%D1%80%D0%B8%D0%B6%D0%B8
Колибри,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%B8%D0%B1%D1%80%D0%B8
Рубиновогорлый колибри,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%B1%D0%B8%D0%BD%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%D1%80%D0%BB%D1%8B%D0%B9_%D0%BA%D0%BE%D0%BB%D0%B8%D0%B1%D1%80%D0%B8
Стрижиные,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B8%D0%B6%D0%B8%D0%BD%D1%8B%D0%B5
Чёрный американский стриж,https://ru.wikipedia.org/wiki/%D0%A7%D1%91%D1%80%D0%BD%D1%8B%D0%B9_%D0%B0%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%81%D1%82%D1%80%D0%B8%D0%B6
Андский фламинго,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D1%81%D0%BA%D0%B8%D0%B9_%D1%84%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE
Красный фламинго,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D0%B9_%D1%84%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE
Малый фламинго,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D1%8B%D0%B9_%D1%84%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE
Фламинго Джеймса,https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE_%D0%94%D0%B6%D0%B5%D0%B9%D0%BC%D1%81%D0%B0
Фламинговые,https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE%D0%B2%D1%8B%D0%B5
Чилийский фламинго,https://ru.wikipedia.org/wiki/%D0%A7%D0%B8%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D1%84%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE
Андский кондор,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D0%BE%D0%BD%D0%B4%D0%BE%D1%80
Белоголовый орлан,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D1%8B%D0%B9_%D0%BE%D1%80%D0%BB%D0%B0%D0%BD
Беркут,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%80%D0%BA%D1%83%D1%82
Английский бульдог,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B1%D1%83%D0%BB%D1%8C%D0%B4%D0%BE%D0%B3
Дальневосточный леопард,https://ru.wikipedia.org/wiki/%D0%94%D0%B0%D0%BB%D1%8C%D0%BD%D0%B5%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9_%D0%BB%D0%B5%D0%BE%D0%BF%D0%B0%D1%80%D0%B4
Двугорбый верблюд,https://ru.wikipedia.org/wiki/%D0%94%D0%B2%D1%83%D0%B3%D0%BE%D1%80%D0%B1%D1%8B%D0%B9_%D0%B2%D0%B5%D1%80%D0%B1%D0%BB%D1%8E%D0%B4
Ирбис,https://ru.wikipedia.org/wiki/%D0%98%D1%80%D0%B1%D0%B8%D1%81
Кашалот,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%88%D0%B0%D0%BB%D0%BE%D1%82
Манул,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D1%83%D0%BB
Обыкновенный бегемот,https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D1%8B%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B1%D0%B5%D0%B3%D0%B5%D0%BC%D0%BE%D1%82
Пастушьи собаки,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%81%D1%82%D1%83%D1%88%D1%8C%D0%B8_%D1%81%D0%BE%D0%B1%D0%B0%D0%BA%D0%B8
Синий кит,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BD%D0%B8%D0%B9_%D0%BA%D0%B8%D1%82
Тигр,https://ru.wikipedia.org/wiki/%D0%A2%D0%B8%D0%B3%D1%80
Бескишечные турбеллярии,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D0%BA%D0%B8%D1%88%D0%B5%D1%87%D0%BD%D1%8B%D0%B5_%D1%82%D1%83%D1%80%D0%B1%D0%B5%D0%BB%D0%BB%D1%8F%D1%80%D0%B8%D0%B8
Гребневики,https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B5%D0%B1%D0%BD%D0%B5%D0%B2%D0%B8%D0%BA%D0%B8
Губки,https://ru.wikipedia.org/wiki/%D0%93%D1%83%D0%B1%D0%BA%D0%B8
Двустворчатые,https://ru.wikipedia.org/wiki/%D0%94%D0%B2%D1%83%D1%81%D1%82%D0%B2%D0%BE%D1%80%D1%87%D0%B0%D1%82%D1%8B%D0%B5
Киноринхи,https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D0%BD%D0%BE%D1%80%D0%B8%D0%BD%D1%85%D0%B8
Моллюски,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BB%D0%BB%D1%8E%D1%81%D0%BA%D0%B8
Пластинчатые,https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%B8%D0%BD%D1%87%D0%B0%D1%82%D1%8B%D0%B5
Насекомые,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%81%D0%B5%D0%BA%D0%BE%D0%BC%D1%8B%D0%B5
Гусеница,https://ru.wikipedia.org/wiki/%D0%93%D1%83%D1%81%D0%B5%D0%BD%D0%B8%D1%86%D0%B0
Жесткокрылые,https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D1%81%D1%82%D0%BA%D0%BE%D0%BA%D1%80%D1%8B%D0%BB%D1%8B%D0%B5
Зелёноголовый муравей,https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%BB%D1%91%D0%BD%D0%BE%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D1%8B%D0%B9_%D0%BC%D1%83%D1%80%D0%B0%D0%B2%D0%B5%D0%B9
Муравьи,https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%80%D0%B0%D0%B2%D1%8C%D0%B8
Муравьиные львы,https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%80%D0%B0%D0%B2%D1%8C%D0%B8%D0%BD%D1%8B%D0%B5_%D0%BB%D1%8C%D0%B2%D1%8B
Птицекрылка королевы Александры,https://ru.wikipedia.org/wiki/%D0%9F%D1%82%D0%B8%D1%86%D0%B5%D0%BA%D1%80%D1%8B%D0%BB%D0%BA%D0%B0_%D0%BA%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%8B_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D1%8B
Скачок Резеля,https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D1%87%D0%BE%D0%BA_%D0%A0%D0%B5%D0%B7%D0%B5%D0%BB%D1%8F
Слепни,https://ru.wikipedia.org/wiki/%D0%A1%D0%BB%D0%B5%D0%BF%D0%BD%D0%B8
Стрекозы,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B5%D0%BA%D0%BE%D0%B7%D1%8B
Чешуекрылые,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%88%D1%83%D0%B5%D0%BA%D1%80%D1%8B%D0%BB%D1%8B%D0%B5
Щитник серый,https://ru.wikipedia.org/wiki/%D0%A9%D0%B8%D1%82%D0%BD%D0%B8%D0%BA_%D1%81%D0%B5%D1%80%D1%8B%D0%B9
Насекомые,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%81%D0%B5%D0%BA%D0%BE%D0%BC%D1%8B%D0%B5
Гусеница,https://ru.wikipedia.org/wiki/%D0%93%D1%83%D1%81%D0%B5%D0%BD%D0%B8%D1%86%D0%B0
Жесткокрылые,https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D1%81%D1%82%D0%BA%D0%BE%D0%BA%D1%80%D1%8B%D0%BB%D1%8B%D0%B5
Зелёноголовый муравей,https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%BB%D1%91%D0%BD%D0%BE%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D1%8B%D0%B9_%D0%BC%D1%83%D1%80%D0%B0%D0%B2%D0%B5%D0%B9
Муравьи,https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%80%D0%B0%D0%B2%D1%8C%D0%B8
Муравьиные львы,https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%80%D0%B0%D0%B2%D1%8C%D0%B8%D0%BD%D1%8B%D0%B5_%D0%BB%D1%8C%D0%B2%D1%8B
Птицекрылка королевы Александры,https://ru.wikipedia.org/wiki/%D0%9F%D1%82%D0%B8%D1%86%D0%B5%D0%BA%D1%80%D1%8B%D0%BB%D0%BA%D0%B0_%D0%BA%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%8B_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D1%8B
Скачок Резеля,https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D1%87%D0%BE%D0%BA_%D0%A0%D0%B5%D0%B7%D0%B5%D0%BB%D1%8F
Слепни,https://ru.wikipedia.org/wiki/%D0%A1%D0%BB%D0%B5%D0%BF%D0%BD%D0%B8
Стрекозы,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B5%D0%BA%D0%BE%D0%B7%D1%8B
Чешуекрылые,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%88%D1%83%D0%B5%D0%BA%D1%80%D1%8B%D0%BB%D1%8B%D0%B5
Щитник серый,https://ru.wikipedia.org/wiki/%D0%A9%D0%B8%D1%82%D0%BD%D0%B8%D0%BA_%D1%81%D0%B5%D1%80%D1%8B%D0%B9
Белая акула,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F_%D0%B0%D0%BA%D1%83%D0%BB%D0%B0
Китовая акула,https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%82%D0%BE%D0%B2%D0%B0%D1%8F_%D0%B0%D0%BA%D1%83%D0%BB%D0%B0
Мако (акула),https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D0%BE_(%D0%B0%D0%BA%D1%83%D0%BB%D0%B0)
Манты (род),https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D1%82%D1%8B_(%D1%80%D0%BE%D0%B4)
Речной окунь,https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D1%87%D0%BD%D0%BE%D0%B9_%D0%BE%D0%BA%D1%83%D0%BD%D1%8C
Тёмная акула,https://ru.wikipedia.org/wiki/%D0%A2%D1%91%D0%BC%D0%BD%D0%B0%D1%8F_%D0%B0%D0%BA%D1%83%D0%BB%D0%B0
Шёлковая акула,https://ru.wikipedia.org/wiki/%D0%A8%D1%91%D0%BB%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F_%D0%B0%D0%BA%D1%83%D0%BB%D0%B0
Бесхвостые земноводные,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D1%85%D0%B2%D0%BE%D1%81%D1%82%D1%8B%D0%B5_%D0%B7%D0%B5%D0%BC%D0%BD%D0%BE%D0%B2%D0%BE%D0%B4%D0%BD%D1%8B%D0%B5
Обыкновенная игуана,https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D1%8B%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F_%D0%B8%D0%B3%D1%83%D0%B0%D0%BD%D0%B0
Малоазиатский тритон,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%BE%D0%B0%D0%B7%D0%B8%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B9_%D1%82%D1%80%D0%B8%D1%82%D0%BE%D0%BD
Прыткая ящерица,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D1%8B%D1%82%D0%BA%D0%B0%D1%8F_%D1%8F%D1%89%D0%B5%D1%80%D0%B8%D1%86%D0%B0
Расписная черепаха,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D0%B8%D1%81%D0%BD%D0%B0%D1%8F_%D1%87%D0%B5%D1%80%D0%B5%D0%BF%D0%B0%D1%85%D0%B0
Бескрылая гагарка,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D0%BA%D1%80%D1%8B%D0%BB%D0%B0%D1%8F_%D0%B3%D0%B0%D0%B3%D0%B0%D1%80%D0%BA%D0%B0
Индейский волчок,https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D0%B4%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%BB%D1%87%D0%BE%D0%BA
Краснолицая птица-мышь,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%BB%D0%B8%D1%86%D0%B0%D1%8F_%D0%BF%D1%82%D0%B8%D1%86%D0%B0-%D0%BC%D1%8B%D1%88%D1%8C
Морские птицы,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B5_%D0%BF%D1%82%D0%B8%D1%86%D1%8B
Обыкновенная гага,https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D1%8B%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F_%D0%B3%D0%B0%D0%B3%D0%B0
Птицы,https://ru.wikipedia.org/wiki/%D0%9F%D1%82%D0%B8%D1%86%D1%8B
Птицы-мыши,https://ru.wikipedia.org/wiki/%D0%9F%D1%82%D0%B8%D1%86%D1%8B-%D0%BC%D1%8B%D1%88%D0%B8
Рябчик,https://ru.wikipedia.org/wiki/%D0%A0%D1%8F%D0%B1%D1%87%D0%B8%D0%BA
Сапсан,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BF%D1%81%D0%B0%D0%BD
Североамериканский мохноногий сыч,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D0%BE%D0%B0%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D0%BE%D1%85%D0%BD%D0%BE%D0%BD%D0%BE%D0%B3%D0%B8%D0%B9_%D1%81%D1%8B%D1%87
Серая цапля,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B0%D1%8F_%D1%86%D0%B0%D0%BF%D0%BB%D1%8F
Серощёкая поганка,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%BE%D1%89%D1%91%D0%BA%D0%B0%D1%8F_%D0%BF%D0%BE%D0%B3%D0%B0%D0%BD%D0%BA%D0%B0
Совиные козодои,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B2%D0%B8%D0%BD%D1%8B%D0%B5_%D0%BA%D0%BE%D0%B7%D0%BE%D0%B4%D0%BE%D0%B8
Тоди,https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%B4%D0%B8
Турухтан,https://ru.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D1%83%D1%85%D1%82%D0%B0%D0%BD
Утиные,https://ru.wikipedia.org/wiki/%D0%A3%D1%82%D0%B8%D0%BD%D1%8B%D0%B5
Городская ласточка,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%B0%D1%81%D1%82%D0%BE%D1%87%D0%BA%D0%B0
Пальмовый чекан,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%D1%8B%D0%B9_%D1%87%D0%B5%D0%BA%D0%B0%D0%BD
Разноклювая гуйя,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B7%D0%BD%D0%BE%D0%BA%D0%BB%D1%8E%D0%B2%D0%B0%D1%8F_%D0%B3%D1%83%D0%B9%D1%8F
Расписной овсянковый кардинал,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D0%B8%D1%81%D0%BD%D0%BE%D0%B9_%D0%BE%D0%B2%D1%81%D1%8F%D0%BD%D0%BA%D0%BE%D0%B2%D1%8B%D0%B9_%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D0%BD%D0%B0%D0%BB
Маврикийский дронт,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B2%D1%80%D0%B8%D0%BA%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B4%D1%80%D0%BE%D0%BD%D1%82
Сизый голубь,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%B7%D1%8B%D0%B9_%D0%B3%D0%BE%D0%BB%D1%83%D0%B1%D1%8C
Странствующий голубь,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B0%D0%BD%D1%81%D1%82%D0%B2%D1%83%D1%8E%D1%89%D0%B8%D0%B9_%D0%B3%D0%BE%D0%BB%D1%83%D0%B1%D1%8C
Стрижеобразные,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B8%D0%B6%D0%B5%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D0%BD%D1%8B%D0%B5
Древесные стрижи,https://ru.wikipedia.org/wiki/%D0%94%D1%80%D0%B5%D0%B2%D0%B5%D1%81%D0%BD%D1%8B%D0%B5_%D1%81%D1%82%D1%80%D0%B8%D0%B6%D0%B8
Колибри,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%B8%D0%B1%D1%80%D0%B8
Рубиновогорлый колибри,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%B1%D0%B8%D0%BD%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%D1%80%D0%BB%D1%8B%D0%B9_%D0%BA%D0%BE%D0%BB%D0%B8%D0%B1%D1%80%D0%B8
Стрижиные,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B8%D0%B6%D0%B8%D0%BD%D1%8B%D0%B5
Чёрный американский стриж,https://ru.wikipedia.org/wiki/%D0%A7%D1%91%D1%80%D0%BD%D1%8B%D0%B9_%D0%B0%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%81%D1%82%D1%80%D0%B8%D0%B6
Андский фламинго,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D1%81%D0%BA%D0%B8%D0%B9_%D1%84%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE
Красный фламинго,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D0%B9_%D1%84%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE
Малый фламинго,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D1%8B%D0%B9_%D1%84%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE
Фламинго Джеймса,https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE_%D0%94%D0%B6%D0%B5%D0%B9%D0%BC%D1%81%D0%B0
Фламинговые,https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE%D0%B2%D1%8B%D0%B5
Чилийский фламинго,https://ru.wikipedia.org/wiki/%D0%A7%D0%B8%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D1%84%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE
Андский кондор,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D0%BE%D0%BD%D0%B4%D0%BE%D1%80
